uid,groundtruth_index,expert_label
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-139,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-246,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-453,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-223,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-466,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-494,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-110,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-349,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-512,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-438,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-290,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-21,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-509,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-193,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-116,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-59,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-499,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-383,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-266,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-488,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-268,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-481,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-368,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-510,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-168,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-260,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-455,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-241,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-104,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-465,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-516,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-209,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-164,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-498,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-273,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-75,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-513,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-492,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-37,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-63,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-66,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-47,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-25,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-41,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-16,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-15,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-60,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-50,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-71,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-69,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-20,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-42,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-65,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-31,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-64,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-21,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-55,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-68,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-70,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-39,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-38,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-9,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-19,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-0,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-56,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-26,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-36,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-67,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-34,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-23,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-33,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-43,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-61,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-40,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-35,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-75,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Kali-DifferentFragPatches-0,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-GenProg-DifferentFragPatches-592,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-GenProg-DifferentFragPatches-582,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,dl4pc2-defects4j-Math-81-Dynamoth-DifferentFragPatches-0,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-ACS-Patch_11_1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-RSRepair-A-Patch_2_1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-FixMiner-Patch_19_8,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-GenProg-A-Patch_1_1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-SimFix-Patch_642_642,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-kPAR-Patch_19_8,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-DynaMoth-Patch_1_1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-AVATAR-Patch_108_32,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,aprenfl-defects4j-Math-81-Nopol-Patch_1_1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,defectrepairing-defects4j-Math-81-jGenprog-Patch62,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,defectrepairing-defects4j-Math-81-jKali-Patch63,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,defectrepairing-defects4j-Math-81-Nopol2015-Patch64,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,defectrepairing-defects4j-Math-81-ACS-Patch202,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,defectrepairing-defects4j-Math-81-Nopol2017-Patch173,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,drr-defects4j-Math-81-ACS-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,drr-defects4j-Math-81-DeepRepair-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,drr-defects4j-Math-81-SimFix-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-ACS-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-FixMiner-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-Kali-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-RSRepair-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-SimFix-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-kPAR-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-GenProg-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-jMutRepair-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-DynaMoth-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-AVATAR-patch1,type-3
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-Nopol-patch1,not-clone
aprenfl-defects4j-Math-81-TBar-Patch_75_45,wangicse-defects4j-Math-81-jGenProg-patch1,not-clone
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-154,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-321,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-508,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-478,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-8,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-458,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-270,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-475,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-447,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-235,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-217,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-307,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-436,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-196,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-501,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-90,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-468,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-374,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-265,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-139,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-246,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-453,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-223,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-466,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-494,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-110,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-349,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-512,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-438,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-290,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-21,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-509,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-193,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-116,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-59,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-499,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-383,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-266,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-488,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-268,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-481,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-368,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-510,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-168,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-260,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-455,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-241,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-104,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-465,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-516,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-209,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-164,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-498,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-273,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-75,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-513,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Arja-DifferentFragPatches-492,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-37,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-63,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-66,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-47,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-25,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-41,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-16,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-15,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-60,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-50,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-71,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-69,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-1,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-20,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-42,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-65,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-31,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-64,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-21,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-55,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-68,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-70,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-39,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-38,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-9,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-19,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-0,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-56,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-26,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-36,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-67,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-34,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-23,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-33,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-43,type-3
